"place_id","place_name","formatted_address","latitude","longitude","place_rating","place_review_count","review_name","review_rating","review_published_utc","review_relative_time","review_text","review_original_text","review_maps_uri"
"ChIJ6Xu9YvpBW0gRBYoUREOhwOQ","Republic of Grill","1 Wickham St, Prior's-Land, Limerick, Ireland","52.661767","-8.6232992","4.6","84","places/ChIJ6Xu9YvpBW0gRBYoUREOhwOQ/reviews/Ci9DQUlRQUNvZENodHljRjlvT25CZmFXeG5TbXB6ZVZGcmIycEtUVEkzYzBSMVNGRRAB","5","2025-09-27T19:47:57.010223730Z","4 months ago","This was my first time trying Mexican tacos at Republic of Grill, and they were absolutely delicious. They offer different flavors to choose from, but I especially enjoyed the spicy ones. The customer service is great—very friendly and professional which makes the experience even better. The atmosphere is welcoming with great vibes. It can get a little crowded at times because it’s popular, and while the prices are on the higher side, the quality and overall experience make it worth it. Definitely recommend!","This was my first time trying Mexican tacos at Republic of Grill, and they were absolutely delicious. They offer different flavors to choose from, but I especially enjoyed the spicy ones. The customer service is great—very friendly and professional which makes the experience even better. The atmosphere is welcoming with great vibes. It can get a little crowded at times because it’s popular, and while the prices are on the higher side, the quality and overall experience make it worth it. Definitely recommend!","https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25CZmFXeG5TbXB6ZVZGcmIycEtUVEkzYzBSMVNGRRAB!2m1!1s0x485b41fa62bd7be9:0xe4c0a14344148a05"
"ChIJ6Xu9YvpBW0gRBYoUREOhwOQ","Republic of Grill","1 Wickham St, Prior's-Land, Limerick, Ireland","52.661767","-8.6232992","4.6","84","places/ChIJ6Xu9YvpBW0gRBYoUREOhwOQ/reviews/ChZDSUhNMG9nS0VJQ0FnSUMzMVpYSEFREAE","5","2024-11-07T17:59:37.920772Z","a year ago","The food at the recent night in Oahu was out of this world. We had the corn the peppers dipped in cheese to start. Both were so tasty 🤤. Then the fish tacos and birria tacos. Wow amazing. The fish tacos were my favourite. Cocktails were also amazing. The white sangria and margarita especially.","The food at the recent night in Oahu was out of this world. We had the corn the peppers dipped in cheese to start. Both were so tasty 🤤. Then the fish tacos and birria tacos. Wow amazing. The fish tacos were my favourite. Cocktails were also amazing. The white sangria and margarita especially.","https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUMzMVpYSEFREAE!2m1!1s0x485b41fa62bd7be9:0xe4c0a14344148a05"
"ChIJ6Xu9YvpBW0gRBYoUREOhwOQ","Republic of Grill","1 Wickham St, Prior's-Land, Limerick, Ireland","52.661767","-8.6232992","4.6","84","places/ChIJ6Xu9YvpBW0gRBYoUREOhwOQ/reviews/ChZDSUhNMG9nS0VJQ0FnSUR4aWIyc0xREAE","4","2023-06-10T19:22:10.820449Z","2 years ago","First experience in a Mexican place ,so I didn’t know what to expect or what to order.I was recommended Cochinita Pilbil…
Not a great option,I should have went for beef tacos..
Food was cold,the meat,or maybe that’sthe way should be served,fair enough.
Nice seasoning and nice fresh coriander.
I like the taste!
But the amount of onion,Jesus!
I will attach a picture.
Maybe that’s how it should be,but to be honest I would have preferred more tomatoes and less onion!
The pickled onion was nice and also the mango sauce OMG!!!!!! Devine!
Prices are good!
I will try one more time!maybe I didn’t choose the right dish ☺️☺️☺️🤪","First experience in a Mexican place ,so I didn’t know what to expect or what to order.I was recommended Cochinita Pilbil…
Not a great option,I should have went for beef tacos..
Food was cold,the meat,or maybe that’sthe way should be served,fair enough.
Nice seasoning and nice fresh coriander.
I like the taste!
But the amount of onion,Jesus!
I will attach a picture.
Maybe that’s how it should be,but to be honest I would have preferred more tomatoes and less onion!
The pickled onion was nice and also the mango sauce OMG!!!!!! Devine!
Prices are good!
I will try one more time!maybe I didn’t choose the right dish ☺️☺️☺️🤪","https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUR4aWIyc0xREAE!2m1!1s0x485b41fa62bd7be9:0xe4c0a14344148a05"
"ChIJ6Xu9YvpBW0gRBYoUREOhwOQ","Republic of Grill","1 Wickham St, Prior's-Land, Limerick, Ireland","52.661767","-8.6232992","4.6","84","places/ChIJ6Xu9YvpBW0gRBYoUREOhwOQ/reviews/ChZDSUhNMG9nS0VJQ0FnSURyOE11UFVBEAE","5","2024-07-13T10:57:08.667868Z","a year ago","Lovely tacos. Had the Mexican beef and Birria tacos. Lots of seating.","Lovely tacos. Had the Mexican beef and Birria tacos. Lots of seating.","https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURyOE11UFVBEAE!2m1!1s0x485b41fa62bd7be9:0xe4c0a14344148a05"
"ChIJ6Xu9YvpBW0gRBYoUREOhwOQ","Republic of Grill","1 Wickham St, Prior's-Land, Limerick, Ireland","52.661767","-8.6232992","4.6","84","places/ChIJ6Xu9YvpBW0gRBYoUREOhwOQ/reviews/Ci9DQUlRQUNvZENodHljRjlvT21SeGVHTXliREo1YkRKS2RFWk1TV05UVlRocE0wRRAB","5","2025-09-20T19:49:21.847502853Z","5 months ago","Last time I had such good birria tacos in Queens in New York. Greasy, dirty, full of flavour, absolutely amazing 💪","Last time I had such good birria tacos in Queens in New York. Greasy, dirty, full of flavour, absolutely amazing 💪","https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21SeGVHTXliREo1YkRKS2RFWk1TV05UVlRocE0wRRAB!2m1!1s0x485b41fa62bd7be9:0xe4c0a14344148a05"
"ChIJxTB0zWdcW0gRpYu_LbLjQnc","Boojum - Limerick","17-19 Patrick St, Prior's-Land, Limerick, V94 K5P7, Ireland","52.6645569","-8.6257133","4.3","1121","places/ChIJxTB0zWdcW0gRpYu_LbLjQnc/reviews/Ci9DQUlRQUNvZENodHljRjlvT2pOV1R6Wlhia2RuWjFOek1UVkVWbGhLVGpOR2QxRRAB","4","2025-10-05T09:56:13.378652320Z","4 months ago","The Alt Pastor Tacos with Chipotle Sour Cream was the best and most flavourful vegan dish I've had at a fast food restaurant. It was actually spicy! I loved it.

The store was extremely busy so coming in prepared is recommended.","The Alt Pastor Tacos with Chipotle Sour Cream was the best and most flavourful vegan dish I've had at a fast food restaurant. It was actually spicy! I loved it.

The store was extremely busy so coming in prepared is recommended.","https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pOV1R6Wlhia2RuWjFOek1UVkVWbGhLVGpOR2QxRRAB!2m1!1s0x485b5c67cd7430c5:0x7742e3b22dbf8ba5"
"ChIJxTB0zWdcW0gRpYu_LbLjQnc","Boojum - Limerick","17-19 Patrick St, Prior's-Land, Limerick, V94 K5P7, Ireland","52.6645569","-8.6257133","4.3","1121","places/ChIJxTB0zWdcW0gRpYu_LbLjQnc/reviews/Ci9DQUlRQUNvZENodHljRjlvT21kcE5FWmpUMkpQVUhoT1lWQkxjVnBZV0c5bExWRRAB","5","2025-08-17T20:58:24.500239782Z","6 months ago","I ordered a too good to go bag. Lady manning the cash register asked if I had any allergies or preferences. I told her I have the soap gene so minimal cilantro please and she looked through the premade bags and couldn't find anything suitable. I also asked for a tortilla on the side.

I got a freshly dished bowl with a warm tortilla for 5 euro. Definitely coming back! The food is delicious and the customer service was second to none.","I ordered a too good to go bag. Lady manning the cash register asked if I had any allergies or preferences. I told her I have the soap gene so minimal cilantro please and she looked through the premade bags and couldn't find anything suitable. I also asked for a tortilla on the side.

I got a freshly dished bowl with a warm tortilla for 5 euro. Definitely coming back! The food is delicious and the customer service was second to none.","https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21kcE5FWmpUMkpQVUhoT1lWQkxjVnBZV0c5bExWRRAB!2m1!1s0x485b5c67cd7430c5:0x7742e3b22dbf8ba5"
"ChIJxTB0zWdcW0gRpYu_LbLjQnc","Boojum - Limerick","17-19 Patrick St, Prior's-Land, Limerick, V94 K5P7, Ireland","52.6645569","-8.6257133","4.3","1121","places/ChIJxTB0zWdcW0gRpYu_LbLjQnc/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xwNVRqWmFkbFV3WkhkVlprNXZhMnMzUkRGTmRIYxAB","5","2026-01-01T10:24:01.238129552Z","a month ago","Very good service and very good food fresh good quality lots of choices. Only downfall is it is very cold to sit in the restaurant to eat your food.","Very good service and very good food fresh good quality lots of choices. Only downfall is it is very cold to sit in the restaurant to eat your food.","https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xwNVRqWmFkbFV3WkhkVlprNXZhMnMzUkRGTmRIYxAB!2m1!1s0x485b5c67cd7430c5:0x7742e3b22dbf8ba5"
"ChIJxTB0zWdcW0gRpYu_LbLjQnc","Boojum - Limerick","17-19 Patrick St, Prior's-Land, Limerick, V94 K5P7, Ireland","52.6645569","-8.6257133","4.3","1121","places/ChIJxTB0zWdcW0gRpYu_LbLjQnc/reviews/ChZDSUhNMG9nS0VJQ0FnSURMOEtyeWFBEAE","1","2024-06-24T21:51:41.112726Z","a year ago","Today, after a long trip and extremely hungry, we decided to order a take out from boojum in Limerick today 24/6 around 9pm. I asked for a burrito bowl with chorizo as a meat. When she opened the container, there is only few left (shown on the picture) and she shouted to her colleague for more chorizo. She decided to put the add ons while we are waiting for it. It is taking a while and I said that, if there is no more chorizo left at the back, I'll take chicken with it. From then she mentioned to me that she already put the chorizo. I replied and ask if it is really the portion size which she attitudely replied yes and moved on to a different customer. As we came from a very long trip, tired and non confrontational people, we decided to pay for it and it cost us 9 euro for this much food. 12 cubes of chorizo as protein. If the portion left is not enough, just say it directly so people can choose something else. It is embarrassing to charge people full price for this amount of food while other people received a decent amount of protein for almost the same price. I rarely write reviews but today's disappointing that it made me write one.","Today, after a long trip and extremely hungry, we decided to order a take out from boojum in Limerick today 24/6 around 9pm. I asked for a burrito bowl with chorizo as a meat. When she opened the container, there is only few left (shown on the picture) and she shouted to her colleague for more chorizo. She decided to put the add ons while we are waiting for it. It is taking a while and I said that, if there is no more chorizo left at the back, I'll take chicken with it. From then she mentioned to me that she already put the chorizo. I replied and ask if it is really the portion size which she attitudely replied yes and moved on to a different customer. As we came from a very long trip, tired and non confrontational people, we decided to pay for it and it cost us 9 euro for this much food. 12 cubes of chorizo as protein. If the portion left is not enough, just say it directly so people can choose something else. It is embarrassing to charge people full price for this amount of food while other people received a decent amount of protein for almost the same price. I rarely write reviews but today's disappointing that it made me write one.","https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURMOEtyeWFBEAE!2m1!1s0x485b5c67cd7430c5:0x7742e3b22dbf8ba5"
"ChIJxTB0zWdcW0gRpYu_LbLjQnc","Boojum - Limerick","17-19 Patrick St, Prior's-Land, Limerick, V94 K5P7, Ireland","52.6645569","-8.6257133","4.3","1121","places/ChIJxTB0zWdcW0gRpYu_LbLjQnc/reviews/Ci9DQUlRQUNvZENodHljRjlvT2toTllWZGZWbTlSYVhGRWQyYzBUSEpLU1RNeGVHYxAB","1","2026-01-11T17:33:31.982228099Z","a month ago","Worst boojum I’ve ever been to. Waited 20 minutes queuing with only 8 ppl in front of me. Burrito was dry and badly wrapped, tiny and stingy in ingredients , no guacamole on a Saturday avo at 5pm and hygiene of guy wrapping burritos was shocking. It was also freezing in the building. No pride or love in this franchise - a shame because I love all the other boojums.","Worst boojum I’ve ever been to. Waited 20 minutes queuing with only 8 ppl in front of me. Burrito was dry and badly wrapped, tiny and stingy in ingredients , no guacamole on a Saturday avo at 5pm and hygiene of guy wrapping burritos was shocking. It was also freezing in the building. No pride or love in this franchise - a shame because I love all the other boojums.","https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2toTllWZGZWbTlSYVhGRWQyYzBUSEpLU1RNeGVHYxAB!2m1!1s0x485b5c67cd7430c5:0x7742e3b22dbf8ba5"
